zone_type_id	code	name	block_id	
1	330000616	AATHANUR	236	
1	330000617	AATHANUR	236	
1	330000618	Aathanur	4	
1	330000619	Aathanur	4	
1	330000620	AATHINATHAPURAM	398	
1	330000621	AATHINATHAPURAM	398	
1	330000622	AATHIPADI	114	
1	330000623	AATHIPADI	114	
1	330000624	AATHIPADI	114	
1	330000625	AATHIPADI	114	
1	330000626	AATHIPADI	114	
1	330000627	AATHIPADI	114	
1	330000628	AATHIPADI	114	
1	330000629	AATHIPADI	114	
1	330000630	AATHIPAKKAM	52	
1	330000631	AATHIPAKKAM	57	
1	330000632	AATHIPATTU	60	
1	330000633	AATHUKINATHUPATTI	448	
1	330000634	AATHUPOLLACHI	183	
1	330000635	AATHUPOLLACHI	183	
1	330000636	AATHUR	233	
1	330000637	AATUR	238	
1	330000638	AATUR	238	
1	330000639	AAYIRAMANGALAM	81	
1	330000640	ABARANATHARY	219	
1	330000641	ABDUL KALAM N&P	80	
1	330000642	Abdullapuram	103	
1	330000643	Abdullapuram	103	
1	330000644	Abdullapuram	103	
1	330000645	Abdullapuram	103	
1	330000646	Abdullapuram	103	
1	330000647	Abdullapuram	103	
1	330000648	ABIGRIPATTARAI	79	
1	330000649	ABINIMANGALAM	246	
1	330000650	ABINIMANGALAM	246	
1	330000651	ABINIMANGALAM	246	
1	330000652	ABIVIRUTHEESWARAM	232	
1	330000653	ABIVIRUTHEESWARAM	232	
1	330000654	ACHAEMBADU	380	
1	330000655	ACHAEMBADU	380	
1	330000656	ACHAEMBADU	380	
1	330000657	ACHAEMBADU	380	
1	330000658	ACHAEMBADU	380	
1	330000659	ACHAEMBADU	380	
1	330000660	ACHALPURAM	33	
1	330000661	ACHALPURAM	228	
1	330000662	ACHALPURAM	224	
1	330000663	ACHALPURAM	224	
1	330000664	ACHALPURAM	224	
1	330000665	ACHALVADI	166	
1	330000666	ACHALVADI	166	
1	330000667	ACHALVADI	166	
1	330000668	ACHALVADI	166	
1	330000669	ACHALVADI	166	
1	330000670	achamangalam	80	
1	330000671	ACHAMANGALAM	102	
1	330000672	ACHAMANGALAM	102	
1	330000673	ACHAMANGALAM	102	
1	330000674	ACHAMANGALAM	102	
1	330000675	ACHAMANGALAM	422	
1	330000676	ACHAMANGALAM	422	
1	330000677	ACHAMANGALAM	422	
1	330000678	ACHAMANGALAM	422	
1	330000679	ACHAMANGALAM	422	
1	330000680	ACHAMANGALAM	422	
1	330000681	ACHAMANGALAM	80	
1	330000682	achamangalam	80	
1	330000683	achamangalamr	80	
1	330000684	ACHAMPATTI	284	
1	330000685	achampatti	372	
1	330000686	achampatti	372	
1	330000687	achampatti	372	
1	330000688	achampatti	372	
1	330000689	achampatti	372	
1	330000690	ACHAMPATTI	206	
1	330000691	ACHAMPATTI	206	
1	330000692	Achangudi	336	
1	330000693	Achangulam	330	
1	330000694	Achangulam	330	
1	330000695	Achangulam	330	
1	330000696	Achangulam	330	
1	330000697	ACHANKULAM	386	
1	330000698	ACHANKULAM	386	
1	330000699	ACHANKULAM	386	
1	330000700	ACHANKULAM	344	
1	330000701	ACHANKULAM	344	
1	330000702	ACHANKULAM	344	
1	330000703	ACHANKULAM	344	
1	330000704	Achankuntram	363	
1	330000705	ACHANKUTTAPATTI	134	
1	330000706	ACHANKUTTAPATTI	134	
1	330000707	ACHANKUTTAPATTI	134	
1	330000708	ACHARAHALLI	162	
1	330000709	ACHARAHALLI	162	
1	330000710	ACHARAHALLI	162	
1	330000711	ACHARAHALLI	162	
1	330000712	ACHCHANTHAVILTHAN	344	
1	330000713	ACHCHANTHAVILTHAN	344	
1	330000714	ACHCHANTHAVILTHAN	344	
1	330000715	ACHCHANTHAVILTHAN	344	
1	330000716	ACHCHANTHAVILTHAN	344	
1	330000717	ACHCHANTHAVILTHAN	344	
1	330000718	ACHCHANTHAVILTHAN	344	
1	330000719	ACHCHANTHAVILTHAN	344	
1	330000720	ACHETTIPALLI	425	
1	330000721	ACHETTIPALLI	425	
1	330000722	ACHETTIPALLI	425	
1	330000723	ACHETTIPALLI	425	
1	330000724	ACHIPAKKAM	52	
1	330000725	ACHIPATTI	191	
1	330000726	ACHIPATTI	191	
1	330000727	ACHIPATTI	191	
1	330000728	ACHIPATTI	192	
1	330000729	ACHIPATTI	192	
1	330000730	ACHIPATTI	191	
1	330000731	ACHIRAMPATTU	65	
1	330000732	ACHRAPAKKAM	10	
1	330000733	ACHUBALAM	427	
1	330000734	ACHUBALAM	427	
1	330000735	ACHUBALAM	427	
1	330000736	ACHUBALAM	427	
1	330000737	ACHUBALAM	427	
1	330000738	ACHUBALAM	427	
1	330000739	ACHUBALAM	427	
1	330000740	ACHUKATTALAI	226	
1	330000741	Achunthanvayal	327	
1	330000742	ACHUTHAMANGALAM	233	
1	330000743	ACHUTHAMANGALAM	233	
1	330000744	ACHUTHAMANGALAM	233	
1	330000745	ACHUTHAMANGALAM	233	
1	330000746	ADAGAPADI	160	
1	330000747	ADAGAPADI	160	
1	330000748	ADAGAPADI	160	
1	330000749	ADAGAPADI	160	
1	330000750	ADAGAPADI	160	
1	330000751	ADAGAPADI	160	
1	330000752	ADAGAPADI	160	
1	330000753	ADAICHANI	366	
1	330000754	ADAIKALAPURAM	390	
1	330000755	ADAIKAMPATTY	268	
1	330000756	ADAIKATHEVAN	216	
1	330000757	ADAIKHAKUZHI	407	
1	330000758	ADAIKHAKUZHI	407	
1	330000759	ADAIKHAKUZHI	407	
1	330000760	ADAIKHAKUZHI	407	
1	330000761	Adaikkampatti	245	
1	330000762	Adaikkampatti	245	
1	330000763	Adaikkampatti	245	
1	330000764	Adaikkampatti	245	
1	330000765	Adaikkampatti	245	
1	330000766	ADAIYALACHERY	9	
1	330000767	ADAIYALACHERY	9	
1	330000768	Adaiyur	111	
1	330000769	Adaiyur	111	
1	330000770	Adaiyur	111	
1	330000771	ADAIYUR	117	
1	330000772	ADAIYUR	117	
1	330000773	ADAIYUR	117	
1	330000774	ADAIYUR	117	
1	330000775	ADAIYUR	117	
1	330000776	ADALAIYUR	220	
1	330000777	ADALAYUR	220	
1	330000778	ADALAYUR	220	
1	330000779	ADALOOR	323	
1	330000780	Adamanagalam	107	
1	330000781	Adamanagalam	107	
1	330000782	Adamanagalam	107	
1	330000783	Adamanagalam	107	
1	330000784	Adamanagalam	107	
1	330000785	Adamanagalam	107	
1	330000786	Adamanagalam	107	
1	330000787	Adamanagalam	107	
1	330000788	ADAMBAR	231	
1	330000789	ADAMBAR	231	
1	330000790	ADAMBAR	231	
1	330000791	ADAMBAR	231	
1	330000792	ADANAKKOTTAI	272	
1	330000793	ADANAKKOTTAI	272	
1	330000794	ADANAKKOTTAI	272	
1	330000795	ADANAKKOTTAI	272	
1	330000796	ADANAKKOTTAI	272	
1	330000797	ADANAKKOTTAI	272	
1	330000798	ADANAKKOTTAI	272	
1	330000799	ADANAKKOTTAI	272	
